Parcel Number,Survey Date,Condition
139-08-028,3/20/2014,0
139-08-035,3/20/2014,0
139-08-042,3/20/2014,0
139-09-040,3/20/2014,0
139-09-041,3/20/2014,0
139-09-046,3/20/2014,0
139-09-050,3/20/2014,0
139-09-057,3/20/2014,0
139-10-049,3/20/2014,0
135-13-132,3/21/2014,0
139-04-136,3/21/2014,0
139-04-142,3/21/2014,0
135-10-016,3/21/2014,0
135-10-019,3/21/2014,0
135-10-020,3/21/2014,0
135-10-021,3/21/2014,0
135-10-022,3/21/2014,0
135-10-023,3/21/2014,0
135-10-024,3/21/2014,0
135-10-025,3/21/2014,0
135-10-026,3/21/2014,0
135-10-028,3/21/2014,0
135-10-029,3/21/2014,0
135-10-030,3/21/2014,0
135-10-031,3/21/2014,0
135-10-032,3/21/2014,0
135-10-033,3/21/2014,0
135-10-034,3/21/2014,0
135-10-035,3/21/2014,0
135-10-036,3/21/2014,0
135-10-037,3/21/2014,0
135-10-039,3/21/2014,0
135-10-040,3/21/2014,0
135-10-041,3/21/2014,0
135-10-042,3/21/2014,0
135-11-020,3/21/2014,0
135-11-023,3/21/2014,0
135-11-025,3/21/2014,0
135-11-026,3/21/2014,0
135-11-028,3/21/2014,0
135-11-029,3/21/2014,0
135-11-031,3/21/2014,0
135-11-032,3/21/2014,0
135-11-035,3/21/2014,0
135-11-037,3/21/2014,0
135-11-040,3/21/2014,0
135-11-041,3/21/2014,0
135-11-042,3/21/2014,0
135-11-043,3/21/2014,0
135-11-044,3/21/2014,0
135-11-046,3/21/2014,0
135-11-047,3/21/2014,0
135-11-048,3/21/2014,0
135-11-049,3/21/2014,0
135-11-050,3/21/2014,0
135-11-051,3/21/2014,0
135-11-052,3/21/2014,0
135-11-053,3/21/2014,0
135-11-055,3/21/2014,0
135-11-056,3/21/2014,0
135-11-057,3/21/2014,0
135-11-059,3/21/2014,0
135-11-062,3/21/2014,0
135-11-063,3/21/2014,0
135-11-065,3/21/2014,0
135-11-067,3/21/2014,0
135-11-068,3/21/2014,0
135-11-069,3/21/2014,0
135-11-070,3/21/2014,0
135-11-073,3/21/2014,0
135-11-075,3/21/2014,0
135-11-077,3/21/2014,0
135-11-079,3/21/2014,0
135-11-083,3/21/2014,0
135-11-084,3/21/2014,0
135-11-086,3/21/2014,0
135-11-089,3/21/2014,0
135-11-090,3/21/2014,0
135-11-091,3/21/2014,0
135-11-094,3/21/2014,0
135-11-096,3/21/2014,0
135-11-097,3/21/2014,0
135-11-098,3/21/2014,0
135-11-099,3/21/2014,0
135-12-064,3/21/2014,0
135-12-065,3/21/2014,0
135-12-068,3/21/2014,0
135-12-069,3/21/2014,0
135-12-070,3/21/2014,0
135-12-072,3/21/2014,0
135-12-073,3/21/2014,0
135-12-074,3/21/2014,0
135-12-075,3/21/2014,0
135-12-076,3/21/2014,0
135-12-077,3/21/2014,0
135-12-079,3/21/2014,0
135-12-080,3/21/2014,0
135-12-081,3/21/2014,0
135-12-082,3/21/2014,0
135-12-083,3/21/2014,0
135-12-084,3/21/2014,0
135-12-085,3/21/2014,0
135-12-086,3/21/2014,0
135-12-087,3/21/2014,0
135-12-088,3/21/2014,0
135-13-001,3/21/2014,0
135-13-002,3/21/2014,0
135-13-003,3/21/2014,0
135-13-004,3/21/2014,0
135-13-005,3/21/2014,0
135-13-006,3/21/2014,0
135-13-007,3/21/2014,0
135-13-008,3/21/2014,0
135-13-009,3/21/2014,0
135-13-010,3/21/2014,0
135-13-011,3/21/2014,0
135-13-012,3/21/2014,0
135-13-013,3/21/2014,0
135-13-014,3/21/2014,0
135-13-015,3/21/2014,0
135-13-016,3/21/2014,0
135-13-018,3/21/2014,0
135-13-019,3/21/2014,0
135-13-020,3/21/2014,0
135-13-021,3/21/2014,0
135-13-022,3/21/2014,0
135-13-023,3/21/2014,0
135-13-024,3/21/2014,0
135-13-025,3/21/2014,0
135-13-026,3/21/2014,0
135-13-027,3/21/2014,0
135-13-030,3/21/2014,0
135-13-032,3/21/2014,0
135-13-035,3/21/2014,0
135-13-040,3/21/2014,0
135-13-041,3/21/2014,0
135-13-043,3/21/2014,0
135-13-045,3/21/2014,0
135-13-046,3/21/2014,0
135-13-047,3/21/2014,0
135-13-051,3/21/2014,0
135-13-052,3/21/2014,0
135-13-053,3/21/2014,0
135-13-057,3/21/2014,0
135-13-062,3/21/2014,0
135-13-064,3/21/2014,0
135-13-066,3/21/2014,0
135-13-067,3/21/2014,0
135-13-070,3/21/2014,0
135-13-071,3/21/2014,0
135-13-073,3/21/2014,0
135-13-074,3/21/2014,0
135-13-075,3/21/2014,0
135-13-078,3/21/2014,0
135-13-079,3/21/2014,0
135-13-080,3/21/2014,0
135-13-081,3/21/2014,0
135-13-082,3/21/2014,0
135-13-083,3/21/2014,0
135-13-084,3/21/2014,0
135-13-085,3/21/2014,0
135-13-086,3/21/2014,0
135-13-089,3/21/2014,0
135-13-090,3/21/2014,0
135-13-092,3/21/2014,0
135-13-093,3/21/2014,0
135-13-094,3/21/2014,0
135-13-097,3/21/2014,0
135-13-098,3/21/2014,0
135-13-100,3/21/2014,0
135-13-101,3/21/2014,0
135-13-102,3/21/2014,0
135-13-104,3/21/2014,0
135-13-105,3/21/2014,0
135-13-106,3/21/2014,0
135-13-108,3/21/2014,0
135-13-109,3/21/2014,0
135-13-114,3/21/2014,0
135-13-115,3/21/2014,0
135-13-116,3/21/2014,0
135-13-118,3/21/2014,0
135-13-119,3/21/2014,0
135-13-120,3/21/2014,0
135-13-121,3/21/2014,0
135-13-122,3/21/2014,0
135-13-123,3/21/2014,0
135-13-124,3/21/2014,0
135-13-125,3/21/2014,0
135-13-126,3/21/2014,0
135-13-127,3/21/2014,0
135-13-128,3/21/2014,0
135-13-129,3/21/2014,0
135-13-137,3/21/2014,0
135-13-138,3/21/2014,0
135-13-139,3/21/2014,0
135-13-140,3/21/2014,0
135-13-141,3/21/2014,0
135-13-149,3/21/2014,0
135-15-004,3/21/2014,0
135-15-005,3/21/2014,0
135-15-008,3/21/2014,0
135-15-009,3/21/2014,0
135-15-010,3/21/2014,0
135-15-011,3/21/2014,0
135-15-012,3/21/2014,0
135-15-013,3/21/2014,0
135-15-014,3/21/2014,0
135-15-015,3/21/2014,0
135-15-016,3/21/2014,0
135-15-017,3/21/2014,0
135-15-018,3/21/2014,0
135-15-056,3/21/2014,0
135-15-057,3/21/2014,0
135-15-058,3/21/2014,0
135-15-059,3/21/2014,0
135-15-060,3/21/2014,0
135-15-061,3/21/2014,0
135-15-062,3/21/2014,0
135-15-063,3/21/2014,0
135-15-065,3/21/2014,0
135-15-066,3/21/2014,0
135-15-067,3/21/2014,0
135-15-068,3/21/2014,0
135-15-069,3/21/2014,0
135-15-070,3/21/2014,0
135-15-071,3/21/2014,0
137-01-062,3/21/2014,0
137-01-063,3/21/2014,0
137-01-064,3/21/2014,0
137-01-065,3/21/2014,0
137-01-066,3/21/2014,0
137-01-068,3/21/2014,0
137-01-069,3/21/2014,0
137-01-077,3/21/2014,0
137-01-082,3/21/2014,0
137-01-083,3/21/2014,0
137-01-085,3/21/2014,0
137-01-088,3/21/2014,0
137-01-092,3/21/2014,0
137-01-095,3/21/2014,0
137-01-096,3/21/2014,0
137-01-098,3/21/2014,0
137-01-101,3/21/2014,0
137-01-105,3/21/2014,0
137-01-107,3/21/2014,0
137-07-004,3/21/2014,0
137-07-008,3/21/2014,0
137-07-011,3/21/2014,0
137-07-012,3/21/2014,0
137-07-015,3/21/2014,0
137-07-020,3/21/2014,0
137-07-021,3/21/2014,0
137-07-022,3/21/2014,0
137-07-023,3/21/2014,0
137-07-025,3/21/2014,0
137-07-028,3/21/2014,0
137-07-029,3/21/2014,0
137-07-033,3/21/2014,0
137-07-034,3/21/2014,0
137-07-036,3/21/2014,0
137-07-041,3/21/2014,0
137-07-042,3/21/2014,0
137-07-044,3/21/2014,0
137-07-051,3/21/2014,0
137-07-052,3/21/2014,0
137-07-053,3/21/2014,0
137-08-004,3/21/2014,0
137-08-005,3/21/2014,0
137-08-008,3/21/2014,0
137-08-013,3/21/2014,0
137-08-014,3/21/2014,0
137-08-081,3/21/2014,0
137-08-082,3/21/2014,0
137-08-084,3/21/2014,0
137-08-085,3/21/2014,0
137-08-088,3/21/2014,0
137-08-091,3/21/2014,0
137-08-093,3/21/2014,0
137-08-095,3/21/2014,0
137-08-096,3/21/2014,0
137-08-097,3/21/2014,0
137-08-098,3/21/2014,0
137-08-099,3/21/2014,0
137-08-100,3/21/2014,0
137-08-101,3/21/2014,0
137-08-102,3/21/2014,0
137-08-105,3/21/2014,0
137-08-106,3/21/2014,0
137-08-107,3/21/2014,0
139-01-040,3/21/2014,0
139-01-043,3/21/2014,0
139-01-044,3/21/2014,0
139-01-045,3/21/2014,0
139-01-046,3/21/2014,0
139-01-047,3/21/2014,0
139-01-048,3/21/2014,0
139-01-050,3/21/2014,0
139-01-051,3/21/2014,0
139-01-052,3/21/2014,0
139-01-053,3/21/2014,0
139-01-054,3/21/2014,0
139-01-055,3/21/2014,0
139-01-056,3/21/2014,0
139-01-057,3/21/2014,0
139-01-058,3/21/2014,0
139-01-060,3/21/2014,0
139-01-061,3/21/2014,0
139-01-062,3/21/2014,0
139-01-066,3/21/2014,0
139-01-069,3/21/2014,0
139-01-070,3/21/2014,0
139-01-071,3/21/2014,0
139-01-072,3/21/2014,0
139-01-073,3/21/2014,0
139-01-074,3/21/2014,0
139-01-077,3/21/2014,0
139-01-080,3/21/2014,0
139-01-082,3/21/2014,0
139-01-083,3/21/2014,0
139-01-084,3/21/2014,0
139-01-085,3/21/2014,0
139-01-087,3/21/2014,0
139-01-089,3/21/2014,0
139-01-090,3/21/2014,0
139-01-091,3/21/2014,0
139-01-092,3/21/2014,0
139-01-093,3/21/2014,0
139-01-094,3/21/2014,0
139-01-095,3/21/2014,0
139-01-097,3/21/2014,0
139-01-098,3/21/2014,0
139-01-099,3/21/2014,0
139-01-100,3/21/2014,0
139-01-101,3/21/2014,0
139-01-103,3/21/2014,0
139-01-104,3/21/2014,0
139-01-105,3/21/2014,0
139-01-106,3/21/2014,0
139-01-107,3/21/2014,0
139-01-108,3/21/2014,0
139-01-109,3/21/2014,0
139-01-119,3/21/2014,0
139-01-121,3/21/2014,0
139-01-122,3/21/2014,0
139-01-123,3/21/2014,0
139-01-124,3/21/2014,0
139-01-127,3/21/2014,0
139-01-128,3/21/2014,0
139-01-129,3/21/2014,0
139-01-131,3/21/2014,0
139-01-159,3/21/2014,0
139-01-160,3/21/2014,0
139-02-034,3/21/2014,0
139-02-035,3/21/2014,0
139-02-036,3/21/2014,0
139-02-037,3/21/2014,0
139-02-042,3/21/2014,0
139-02-044,3/21/2014,0
139-02-046,3/21/2014,0
139-02-047,3/21/2014,0
139-02-048,3/21/2014,0
139-02-050,3/21/2014,0
139-02-053,3/21/2014,0
139-02-056,3/21/2014,0
139-02-059,3/21/2014,0
139-02-063,3/21/2014,0
139-02-064,3/21/2014,0
139-02-068,3/21/2014,0
139-02-071,3/21/2014,0
139-02-072,3/21/2014,0
139-02-073,3/21/2014,0
139-02-074,3/21/2014,0
139-02-076,3/21/2014,0
139-02-077,3/21/2014,0
139-02-078,3/21/2014,0
139-02-079,3/21/2014,0
139-02-080,3/21/2014,0
139-02-083,3/21/2014,0
139-02-084,3/21/2014,0
139-02-085,3/21/2014,0
139-02-086,3/21/2014,0
139-02-087,3/21/2014,0
139-02-088,3/21/2014,0
139-02-089,3/21/2014,0
139-02-090,3/21/2014,0
139-02-091,3/21/2014,0
139-02-093,3/21/2014,0
139-02-100,3/21/2014,0
139-02-102,3/21/2014,0
139-02-104,3/21/2014,0
139-02-105,3/21/2014,0
139-02-106,3/21/2014,0
139-02-107,3/21/2014,0
139-02-109,3/21/2014,0
139-02-110,3/21/2014,0
139-02-112,3/21/2014,0
139-02-113,3/21/2014,0
139-02-114,3/21/2014,0
139-02-116,3/21/2014,0
139-02-117,3/21/2014,0
139-02-118,3/21/2014,0
139-02-122,3/21/2014,0
139-02-123,3/21/2014,0
139-02-124,3/21/2014,0
139-02-126,3/21/2014,0
139-02-127,3/21/2014,0
139-02-128,3/21/2014,0
139-02-129,3/21/2014,0
139-02-130,3/21/2014,0
139-02-131,3/21/2014,0
139-02-134,3/21/2014,0
139-02-137,3/21/2014,0
139-02-138,3/21/2014,0
139-02-139,3/21/2014,0
139-02-140,3/21/2014,0
139-02-142,3/21/2014,0
139-02-143,3/21/2014,0
139-02-144,3/21/2014,0
139-02-147,3/21/2014,0
139-02-148,3/21/2014,0
139-02-149,3/21/2014,0
139-02-150,3/21/2014,0
139-03-023,3/21/2014,0
139-03-024,3/21/2014,0
139-03-025,3/21/2014,0
139-03-026,3/21/2014,0
139-03-027,3/21/2014,0
139-03-028,3/21/2014,0
139-03-030,3/21/2014,0
139-03-031,3/21/2014,0
139-03-032,3/21/2014,0
139-03-033,3/21/2014,0
139-03-034,3/21/2014,0
139-03-035,3/21/2014,0
139-03-036,3/21/2014,0
139-03-037,3/21/2014,0
139-03-038,3/21/2014,0
139-03-040,3/21/2014,0
139-03-042,3/21/2014,0
139-03-046,3/21/2014,0
139-03-047,3/21/2014,0
139-03-048,3/21/2014,0
139-03-051,3/21/2014,0
139-03-052,3/21/2014,0
139-03-053,3/21/2014,0
139-03-054,3/21/2014,0
139-03-055,3/21/2014,0
139-03-056,3/21/2014,0
139-03-058,3/21/2014,0
139-03-059,3/21/2014,0
139-03-060,3/21/2014,0
139-03-063,3/21/2014,0
139-04-124,3/21/2014,0
139-04-125,3/21/2014,0
139-04-126,3/21/2014,0
139-04-129,3/21/2014,0
139-04-130,3/21/2014,0
139-04-131,3/21/2014,0
139-04-132,3/21/2014,0
139-04-133,3/21/2014,0
139-04-134,3/21/2014,0
139-04-137,3/21/2014,0
139-04-138,3/21/2014,0
139-04-141,3/21/2014,0
139-04-143,3/21/2014,0
139-04-145,3/21/2014,0
139-04-146,3/21/2014,0
139-04-147,3/21/2014,0
139-04-149,3/21/2014,0
139-04-150,3/21/2014,0
139-04-151,3/21/2014,0
139-04-152,3/21/2014,0
139-04-153,3/21/2014,0
139-07-075,3/21/2014,0
139-07-077,3/21/2014,0
139-07-078,3/21/2014,0
139-07-080,3/21/2014,0
139-07-082,3/21/2014,0
139-07-083,3/21/2014,0
139-07-084,3/21/2014,0
139-07-085,3/21/2014,0
139-07-086,3/21/2014,0
139-07-087,3/21/2014,0
139-07-088,3/21/2014,0
139-07-089,3/21/2014,0
139-07-090,3/21/2014,0
139-07-091,3/21/2014,0
139-08-046,3/21/2014,0
139-08-047,3/21/2014,0
139-08-048,3/21/2014,0
139-08-049,3/21/2014,0
139-08-050,3/21/2014,0
139-08-051,3/21/2014,0
139-08-052,3/21/2014,0
139-08-053,3/21/2014,0
139-08-054,3/21/2014,0
139-08-055,3/21/2014,0
139-08-056,3/21/2014,0
139-08-057,3/21/2014,0
139-08-059,3/21/2014,0
139-08-060,3/21/2014,0
139-08-062,3/21/2014,0
139-08-063,3/21/2014,0
139-08-065,3/21/2014,0
139-09-035,3/21/2014,0
139-09-066,3/21/2014,0
139-09-067,3/21/2014,0
139-09-068,3/21/2014,0
139-09-069,3/21/2014,0
139-09-070,3/21/2014,0
139-09-071,3/21/2014,0
139-09-072,3/21/2014,0
139-09-074,3/21/2014,0
139-09-075,3/21/2014,0
139-09-079,3/21/2014,0
139-09-080,3/21/2014,0
139-09-081,3/21/2014,0
139-09-082,3/21/2014,0
139-09-083,3/21/2014,0
139-09-084,3/21/2014,0
139-09-085,3/21/2014,0
139-09-086,3/21/2014,0
139-09-087,3/21/2014,0
139-09-088,3/21/2014,0
139-09-089,3/21/2014,0
139-09-091,3/21/2014,0
139-09-092,3/21/2014,0
139-09-093,3/21/2014,0
139-09-094,3/21/2014,0
139-10-019,3/21/2014,0
139-10-020,3/21/2014,0
139-10-021,3/21/2014,0
139-10-022,3/21/2014,0
139-10-023,3/21/2014,0
139-10-024,3/21/2014,0
139-10-025,3/21/2014,0
139-10-027,3/21/2014,0
139-10-028,3/21/2014,0
139-10-029,3/21/2014,0
139-10-030,3/21/2014,0
139-11-093,3/21/2014,0
139-11-094,3/21/2014,0
139-11-095,3/21/2014,0
139-11-096,3/21/2014,0
139-11-097,3/21/2014,0
139-11-098,3/21/2014,0
139-11-099,3/21/2014,0
139-11-100,3/21/2014,0
139-11-101,3/21/2014,0
139-11-102,3/21/2014,0
139-11-103,3/21/2014,0
139-11-104,3/21/2014,0
139-11-105,3/21/2014,0
139-11-107,3/21/2014,0
139-11-108,3/21/2014,0
139-11-109,3/21/2014,0
139-11-110,3/21/2014,0
139-11-111,3/21/2014,0
139-11-112,3/21/2014,0
139-11-115,3/21/2014,0
139-11-116,3/21/2014,0
139-12-001,3/21/2014,0
139-12-003,3/21/2014,0
139-12-004,3/21/2014,0
139-12-005,3/21/2014,0
139-12-006,3/21/2014,0
139-12-007,3/21/2014,0
139-12-009,3/21/2014,0
139-12-010,3/21/2014,0
139-12-011,3/21/2014,0
139-12-013,3/21/2014,0
139-12-014,3/21/2014,0
139-12-016,3/21/2014,0
139-12-017,3/21/2014,0
139-12-018,3/21/2014,0
139-12-019,3/21/2014,0
139-12-020,3/21/2014,0
139-12-021,3/21/2014,0
139-12-022,3/21/2014,0
139-12-023,3/21/2014,0
139-12-024,3/21/2014,0
139-12-025,3/21/2014,0
139-12-026,3/21/2014,0
139-12-027,3/21/2014,0
139-12-028,3/21/2014,0
139-12-029,3/21/2014,0
139-17-061,3/21/2014,0
139-17-062,3/21/2014,0
139-17-063,3/21/2014,0
139-17-064,3/21/2014,0
139-17-065,3/21/2014,0
139-17-067,3/21/2014,0
139-17-068,3/21/2014,0
139-17-069,3/21/2014,0
139-17-070,3/21/2014,0
139-17-071,3/21/2014,0
139-17-073,3/21/2014,0
139-17-074,3/21/2014,0
139-17-075,3/21/2014,0
139-17-076,3/21/2014,0
139-17-077,3/21/2014,0
139-17-078,3/21/2014,0
139-17-079,3/21/2014,0
139-17-080,3/21/2014,0
139-18-058,3/21/2014,0
139-18-059,3/21/2014,0
139-18-060,3/21/2014,0
139-18-061,3/21/2014,0
139-18-063,3/21/2014,0
139-18-064,3/21/2014,0
139-18-065,3/21/2014,0
139-18-067,3/21/2014,0
139-18-068,3/21/2014,0
139-18-069,3/21/2014,0
139-18-070,3/21/2014,0
139-18-071,3/21/2014,0
139-18-072,3/21/2014,0
139-18-073,3/21/2014,0
139-18-074,3/21/2014,0
139-18-075,3/21/2014,0
139-18-076,3/21/2014,0
139-19-093,3/21/2014,0
139-19-148,3/21/2014,0
139-19-149,3/21/2014,0
139-20-014,3/21/2014,0
139-20-016,3/21/2014,0
139-20-017,3/21/2014,0
139-20-018,3/21/2014,0
139-20-019,3/21/2014,0
139-20-020,3/21/2014,0
139-20-046,3/21/2014,0
139-20-047,3/21/2014,0
139-20-048,3/21/2014,0
139-20-049,3/21/2014,0
139-20-050,3/21/2014,0
139-20-051,3/21/2014,0
139-20-052,3/21/2014,0
139-20-053,3/21/2014,0
139-20-054,3/21/2014,0
139-20-056,3/21/2014,0
139-20-057,3/21/2014,0
139-20-058,3/21/2014,0
139-20-059,3/21/2014,0
139-20-060,3/21/2014,0
135-13-142,3/21/2014,0
135-13-143,3/21/2014,0
135-13-144,3/21/2014,0
135-13-145,3/21/2014,0
135-13-146,3/21/2014,0
135-13-147,3/21/2014,0
139-18-066,3/21/2014,0
135-11-004,3/21/2014,0
135-13-150,3/21/2014,0
137-08-002,3/21/2014,0
137-08-003,3/21/2014,0
139-01-075,3/21/2014,0
135-11-034,3/21/2014,0
137-01-091,3/21/2014,0
139-04-154,3/21/2014,0
135-10-018,3/21/2014,0
135-11-014,3/21/2014,0
135-11-015,3/21/2014,0
135-11-016,3/21/2014,0
135-11-017,3/21/2014,0
135-11-018,3/21/2014,0
135-11-039,3/21/2014,0
135-11-060,3/21/2014,0
135-11-066,3/21/2014,0
135-11-072,3/21/2014,0
135-11-076,3/21/2014,0
135-11-078,3/21/2014,0
135-11-081,3/21/2014,0
135-11-085,3/21/2014,0
135-11-087,3/21/2014,0
135-11-092,3/21/2014,0
135-11-093,3/21/2014,0
135-12-078,3/21/2014,0
135-13-028,3/21/2014,0
135-13-031,3/21/2014,0
135-13-033,3/21/2014,0
135-13-038,3/21/2014,0
135-13-039,3/21/2014,0
135-13-042,3/21/2014,0
135-13-054,3/21/2014,0
135-13-055,3/21/2014,0
135-13-059,3/21/2014,0
135-13-060,3/21/2014,0
135-13-061,3/21/2014,0
135-13-065,3/21/2014,0
135-13-069,3/21/2014,0
135-13-076,3/21/2014,0
135-13-088,3/21/2014,0
135-13-095,3/21/2014,0
135-13-096,3/21/2014,0
135-13-099,3/21/2014,0
135-13-111,3/21/2014,0
135-13-117,3/21/2014,0
135-13-136,3/21/2014,0
135-15-001,3/21/2014,0
135-15-002,3/21/2014,0
137-01-067,3/21/2014,0
137-01-076,3/21/2014,0
137-01-080,3/21/2014,0
137-01-081,3/21/2014,0
137-01-084,3/21/2014,0
137-01-086,3/21/2014,0
137-01-087,3/21/2014,0
137-01-089,3/21/2014,0
137-01-090,3/21/2014,0
137-01-093,3/21/2014,0
137-01-094,3/21/2014,0
137-01-099,3/21/2014,0
137-01-102,3/21/2014,0
137-01-106,3/21/2014,0
137-07-001,3/21/2014,0
137-07-006,3/21/2014,0
137-07-007,3/21/2014,0
137-07-009,3/21/2014,0
137-07-010,3/21/2014,0
137-07-013,3/21/2014,0
137-07-014,3/21/2014,0
137-07-019,3/21/2014,0
137-07-024,3/21/2014,0
137-07-026,3/21/2014,0
137-07-027,3/21/2014,0
137-07-032,3/21/2014,0
137-07-035,3/21/2014,0
137-07-038,3/21/2014,0
137-07-039,3/21/2014,0
137-07-040,3/21/2014,0
137-07-046,3/21/2014,0
137-07-049,3/21/2014,0
137-07-050,3/21/2014,0
137-08-007,3/21/2014,0
137-08-010,3/21/2014,0
137-08-080,3/21/2014,0
137-08-083,3/21/2014,0
137-08-086,3/21/2014,0
137-08-087,3/21/2014,0
137-08-090,3/21/2014,0
137-08-104,3/21/2014,0
139-01-041,3/21/2014,0
139-01-042,3/21/2014,0
139-01-049,3/21/2014,0
139-01-059,3/21/2014,0
139-01-064,3/21/2014,0
139-01-065,3/21/2014,0
139-01-068,3/21/2014,0
139-01-076,3/21/2014,0
139-01-078,3/21/2014,0
139-01-096,3/21/2014,0
139-01-102,3/21/2014,0
139-01-126,3/21/2014,0
139-01-132,3/21/2014,0
139-02-043,3/21/2014,0
139-02-045,3/21/2014,0
139-02-067,3/21/2014,0
139-02-069,3/21/2014,0
139-02-081,3/21/2014,0
139-02-082,3/21/2014,0
139-02-094,3/21/2014,0
139-02-098,3/21/2014,0
139-02-119,3/21/2014,0
139-02-120,3/21/2014,0
139-02-125,3/21/2014,0
139-02-132,3/21/2014,0
139-02-146,3/21/2014,0
139-02-151,3/21/2014,0
139-02-152,3/21/2014,0
139-02-153,3/21/2014,0
139-02-154,3/21/2014,0
139-02-155,3/21/2014,0
139-03-039,3/21/2014,0
139-03-041,3/21/2014,0
139-03-061,3/21/2014,0
139-04-127,3/21/2014,0
139-04-128,3/21/2014,0
139-04-135,3/21/2014,0
139-04-140,3/21/2014,0
139-08-061,3/21/2014,0
139-08-064,3/21/2014,0
139-09-076,3/21/2014,0
139-09-090,3/21/2014,0
139-10-026,3/21/2014,0
139-11-113,3/21/2014,0
139-12-002,3/21/2014,0
139-20-013,3/21/2014,0
135-11-058,3/21/2014,1
135-11-064,3/21/2014,1
135-11-074,3/21/2014,1
135-11-082,3/21/2014,1
135-12-067,3/21/2014,1
135-12-071,3/21/2014,1
135-13-048,3/21/2014,1
135-13-050,3/21/2014,1
135-13-056,3/21/2014,1
135-13-058,3/21/2014,1
135-13-063,3/21/2014,1
135-13-068,3/21/2014,1
135-13-072,3/21/2014,1
135-13-077,3/21/2014,1
135-13-087,3/21/2014,1
135-15-006,3/21/2014,1
137-01-073,3/21/2014,1
137-07-048,3/21/2014,1
139-01-081,3/21/2014,1
139-02-136,3/21/2014,1
139-03-062,3/21/2014,1
139-07-076,3/21/2014,1
135-10-017,3/21/2014,0
135-10-027,3/21/2014,0
135-10-038,3/21/2014,0
135-11-022,3/21/2014,0
135-11-030,3/21/2014,0
135-11-033,3/21/2014,0
135-11-036,3/21/2014,0
135-11-038,3/21/2014,0
135-11-045,3/21/2014,0
135-11-054,3/21/2014,0
135-11-061,3/21/2014,0
135-11-071,3/21/2014,0
135-11-080,3/21/2014,0
135-11-088,3/21/2014,0
135-11-095,3/21/2014,0
135-12-066,3/21/2014,0
135-13-017,3/21/2014,0
135-13-029,3/21/2014,0
135-13-034,3/21/2014,0
135-13-036,3/21/2014,0
135-13-037,3/21/2014,0
135-13-044,3/21/2014,0
135-13-049,3/21/2014,0
135-13-091,3/21/2014,0
135-13-103,3/21/2014,0
135-13-107,3/21/2014,0
135-13-110,3/21/2014,0
135-13-112,3/21/2014,0
135-13-113,3/21/2014,0
135-13-130,3/21/2014,0
135-15-003,3/21/2014,0
135-15-064,3/21/2014,0
137-01-070,3/21/2014,0
137-01-071,3/21/2014,0
137-01-072,3/21/2014,0
137-01-103,3/21/2014,0
137-01-104,3/21/2014,0
137-07-002,3/21/2014,0
137-07-005,3/21/2014,0
137-07-031,3/21/2014,0
137-07-043,3/21/2014,0
137-07-054,3/21/2014,0
137-08-011,3/21/2014,0
137-08-089,3/21/2014,0
137-08-092,3/21/2014,0
137-08-094,3/21/2014,0
137-08-103,3/21/2014,0
137-08-108,3/21/2014,0
139-01-067,3/21/2014,0
139-01-079,3/21/2014,0
139-01-086,3/21/2014,0
139-01-088,3/21/2014,0
139-01-125,3/21/2014,0
139-01-130,3/21/2014,0
139-02-041,3/21/2014,0
139-02-049,3/21/2014,0
139-02-052,3/21/2014,0
139-02-060,3/21/2014,0
139-02-065,3/21/2014,0
139-02-070,3/21/2014,0
139-02-099,3/21/2014,0
139-02-101,3/21/2014,0
139-02-103,3/21/2014,0
139-02-108,3/21/2014,0
139-02-111,3/21/2014,0
139-02-115,3/21/2014,0
139-02-121,3/21/2014,0
139-02-135,3/21/2014,0
139-02-141,3/21/2014,0
139-02-145,3/21/2014,0
139-03-049,3/21/2014,0
139-03-050,3/21/2014,0
139-03-057,3/21/2014,0
139-03-064,3/21/2014,0
139-04-148,3/21/2014,0
139-07-074,3/21/2014,0
139-07-079,3/21/2014,0
139-07-081,3/21/2014,0
139-08-058,3/21/2014,0
139-08-066,3/21/2014,0
139-09-065,3/21/2014,0
139-09-073,3/21/2014,0
139-11-106,3/21/2014,0
139-12-008,3/21/2014,0
139-12-012,3/21/2014,0
139-12-015,3/21/2014,0
139-12-030,3/21/2014,0
139-17-066,3/21/2014,0
139-17-072,3/21/2014,0
139-18-062,3/21/2014,0
139-19-094,3/21/2014,0
139-19-150,3/21/2014,0
139-20-015,3/21/2014,0
139-20-021,3/21/2014,0
139-13-042,3/24/2014,0
139-13-048,3/24/2014,0
139-17-043,3/24/2014,0
135-12-042,3/24/2014,0
135-12-045,3/24/2014,0
135-12-046,3/24/2014,0
135-12-047,3/24/2014,0
135-12-048,3/24/2014,0
135-12-049,3/24/2014,0
135-12-050,3/24/2014,0
135-12-051,3/24/2014,0
135-12-052,3/24/2014,0
135-12-053,3/24/2014,0
135-12-054,3/24/2014,0
135-12-055,3/24/2014,0
135-12-056,3/24/2014,0
135-12-057,3/24/2014,0
135-12-058,3/24/2014,0
135-12-059,3/24/2014,0
135-12-060,3/24/2014,0
135-12-062,3/24/2014,0
135-15-072,3/24/2014,0
135-15-074,3/24/2014,0
137-01-032,3/24/2014,0
137-01-033,3/24/2014,0
137-01-035,3/24/2014,0
137-01-036,3/24/2014,0
137-01-037,3/24/2014,0
137-01-038,3/24/2014,0
