Parcel Number,Survey Date,Condition
126-36-046,3/4/2014,0
139-13-045,3/4/2014,0
129-03-042,3/4/2014,0
129-06-005,3/4/2014,0
129-17-027,3/4/2014,0
129-18-047,3/4/2014,0
129-24-066,3/4/2014,0
129-29-159,3/4/2014,0
144-02-036,3/4/2014,0
144-02-041,3/4/2014,0
144-06-107,3/4/2014,0
126-18-060,3/4/2014,0
126-20-027,3/4/2014,0
126-25-056,3/4/2014,0
126-35-034,3/4/2014,0
126-35-049,3/4/2014,0
126-36-043,3/4/2014,0
126-36-053,3/4/2014,0
126-36-062,3/4/2014,0
126-36-074,3/4/2014,0
129-28-085,3/4/2014,0
129-29-071,3/4/2014,0
129-29-126,3/4/2014,0
130-01-189,3/4/2014,0
130-13-118,3/4/2014,0
130-14-117,3/4/2014,0
130-18-136,3/4/2014,0
130-21-025,3/4/2014,0
130-24-012,3/4/2014,0
139-01-063,3/4/2014,0
139-13-041,3/4/2014,0
127-18-002,3/4/2014,0
128-04-043,3/4/2014,0
126-14-083,3/5/2014,0
126-15-006,3/5/2014,0
126-15-008,3/5/2014,0
126-15-009,3/5/2014,0
126-18-008,3/5/2014,0
126-25-012,3/5/2014,0
126-13-022,3/5/2014,0
126-14-015,3/5/2014,0
126-14-022,3/5/2014,0
126-14-115,3/5/2014,0
126-15-019,3/5/2014,0
126-15-028,3/5/2014,0
126-15-050,3/5/2014,0
126-15-066,3/5/2014,0
126-15-068,3/5/2014,0
126-15-069,3/5/2014,0
126-15-070,3/5/2014,0
126-15-071,3/5/2014,0
126-15-072,3/5/2014,0
126-15-089,3/5/2014,0
126-16-011,3/5/2014,0
126-16-014,3/5/2014,0
126-16-015,3/5/2014,0
126-16-020,3/5/2014,0
126-16-021,3/5/2014,0
126-16-025,3/5/2014,0
126-16-026,3/5/2014,0
126-16-028,3/5/2014,0
126-16-029,3/5/2014,0
126-16-030,3/5/2014,0
126-16-032,3/5/2014,0
126-16-033,3/5/2014,0
126-16-034,3/5/2014,0
126-16-035,3/5/2014,0
126-16-037,3/5/2014,0
126-16-039,3/5/2014,0
126-16-048,3/5/2014,0
126-16-051,3/5/2014,0
126-16-053,3/5/2014,0
126-16-055,3/5/2014,0
126-16-056,3/5/2014,0
126-16-058,3/5/2014,0
126-16-059,3/5/2014,0
126-16-060,3/5/2014,0
126-16-061,3/5/2014,0
126-16-063,3/5/2014,0
126-16-067,3/5/2014,0
126-16-073,3/5/2014,0
126-16-074,3/5/2014,0
126-16-075,3/5/2014,0
126-16-076,3/5/2014,0
126-16-078,3/5/2014,0
126-16-079,3/5/2014,0
126-16-080,3/5/2014,0
126-16-081,3/5/2014,0
126-16-082,3/5/2014,0
126-16-083,3/5/2014,0
126-16-085,3/5/2014,0
126-16-086,3/5/2014,0
126-17-010,3/5/2014,0
126-17-012,3/5/2014,0
126-17-017,3/5/2014,0
126-17-018,3/5/2014,0
126-17-019,3/5/2014,0
126-17-025,3/5/2014,0
126-17-026,3/5/2014,0
126-17-027,3/5/2014,0
126-17-028,3/5/2014,0
126-17-031,3/5/2014,0
126-17-032,3/5/2014,0
126-17-033,3/5/2014,0
126-17-034,3/5/2014,0
126-17-035,3/5/2014,0
126-17-036,3/5/2014,0
126-17-037,3/5/2014,0
126-17-039,3/5/2014,0
126-17-041,3/5/2014,0
126-17-045,3/5/2014,0
126-17-047,3/5/2014,0
126-17-048,3/5/2014,0
126-17-049,3/5/2014,0
126-17-050,3/5/2014,0
126-17-051,3/5/2014,0
126-17-052,3/5/2014,0
126-17-053,3/5/2014,0
126-17-055,3/5/2014,0
126-17-062,3/5/2014,0
126-17-063,3/5/2014,0
126-17-064,3/5/2014,0
126-17-065,3/5/2014,0
126-17-066,3/5/2014,0
126-17-069,3/5/2014,0
126-17-070,3/5/2014,0
126-17-072,3/5/2014,0
126-17-073,3/5/2014,0
126-18-002,3/5/2014,0
126-18-004,3/5/2014,0
126-18-006,3/5/2014,0
126-18-022,3/5/2014,0
126-18-036,3/5/2014,0
126-18-037,3/5/2014,0
126-18-039,3/5/2014,0
126-18-042,3/5/2014,0
126-18-043,3/5/2014,0
126-18-044,3/5/2014,0
126-18-045,3/5/2014,0
126-18-048,3/5/2014,0
126-18-051,3/5/2014,0
126-18-054,3/5/2014,0
126-18-055,3/5/2014,0
126-18-057,3/5/2014,0
126-18-059,3/5/2014,0
126-18-063,3/5/2014,0
126-18-064,3/5/2014,0
126-18-067,3/5/2014,0
126-20-012,3/5/2014,0
126-20-013,3/5/2014,0
126-20-032,3/5/2014,0
126-20-033,3/5/2014,0
126-20-036,3/5/2014,0
126-20-043,3/5/2014,0
126-22-006,3/5/2014,0
126-22-015,3/5/2014,0
126-22-035,3/5/2014,0
126-22-037,3/5/2014,0
126-22-040,3/5/2014,0
126-22-045,3/5/2014,0
126-22-048,3/5/2014,0
126-22-053,3/5/2014,0
126-22-054,3/5/2014,0
126-23-001,3/5/2014,0
126-23-031,3/5/2014,0
126-23-034,3/5/2014,0
126-23-037,3/5/2014,0
126-25-004,3/5/2014,0
126-25-006,3/5/2014,0
126-25-007,3/5/2014,0
126-25-015,3/5/2014,0
126-25-017,3/5/2014,0
126-25-026,3/5/2014,0
126-25-027,3/5/2014,0
126-25-032,3/5/2014,0
126-25-037,3/5/2014,0
126-25-047,3/5/2014,0
126-25-049,3/5/2014,0
126-35-038,3/5/2014,0
126-35-041,3/5/2014,0
126-35-042,3/5/2014,0
126-36-002,3/5/2014,0
126-36-012,3/5/2014,0
126-36-018,3/5/2014,0
126-36-027,3/5/2014,0
126-36-030,3/5/2014,0
126-36-031,3/5/2014,0
126-36-034,3/5/2014,0
126-36-035,3/5/2014,0
126-36-038,3/5/2014,0
126-36-044,3/5/2014,0
126-36-059,3/5/2014,0
126-36-096,3/5/2014,0
126-36-101,3/5/2014,0
126-36-106,3/5/2014,0
126-36-109,3/5/2014,0
126-36-110,3/5/2014,0
126-36-112,3/5/2014,0
126-36-117,3/5/2014,0
126-36-118,3/5/2014,0
126-36-125,3/5/2014,0
126-36-137,3/5/2014,0
126-37-029,3/5/2014,0
126-37-045,3/5/2014,0
126-37-048,3/5/2014,0
126-37-050,3/5/2014,0
126-37-055,3/5/2014,0
126-37-061,3/5/2014,0
126-37-062,3/5/2014,0
126-37-065,3/5/2014,0
126-37-070,3/5/2014,0
126-37-073,3/5/2014,0
126-37-075,3/5/2014,0
126-37-079,3/5/2014,0
126-37-082,3/5/2014,0
126-37-083,3/5/2014,0
126-37-087,3/5/2014,0
126-37-091,3/5/2014,0
126-37-093,3/5/2014,0
128-12-001,3/5/2014,0
128-12-004,3/5/2014,0
128-12-008,3/5/2014,0
126-14-008,3/5/2014,0
126-25-051,3/5/2014,0
126-14-007,3/5/2014,0
126-14-009,3/5/2014,0
126-14-063,3/5/2014,0
126-14-066,3/5/2014,0
126-14-067,3/5/2014,0
126-14-068,3/5/2014,0
126-14-069,3/5/2014,0
126-14-119,3/5/2014,0
126-13-009,3/5/2014,0
126-16-004,3/5/2014,0
126-14-004,3/5/2014,0
126-14-012,3/5/2014,0
126-14-013,3/5/2014,0
126-14-014,3/5/2014,0
126-14-021,3/5/2014,0
126-14-023,3/5/2014,0
126-14-043,3/5/2014,0
126-14-064,3/5/2014,0
126-14-065,3/5/2014,0
126-14-082,3/5/2014,0
126-14-099,3/5/2014,0
126-15-016,3/5/2014,0
126-15-081,3/5/2014,0
126-15-106,3/5/2014,0
126-16-013,3/5/2014,0
126-17-009,3/5/2014,0
126-18-010,3/5/2014,0
126-18-052,3/5/2014,0
126-22-017,3/5/2014,0
126-22-018,3/5/2014,0
126-22-019,3/5/2014,0
126-22-041,3/5/2014,0
126-22-042,3/5/2014,0
126-22-043,3/5/2014,0
126-22-044,3/5/2014,0
126-22-058,3/5/2014,0
126-22-059,3/5/2014,0
126-22-060,3/5/2014,0
126-23-032,3/5/2014,0
126-23-033,3/5/2014,0
126-23-036,3/5/2014,0
126-36-111,3/5/2014,0
126-37-010,3/5/2014,0
126-37-011,3/5/2014,0
126-37-012,3/5/2014,0
126-37-028,3/5/2014,0
126-14-002,3/5/2014,0
126-14-054,3/5/2014,0
126-25-009,3/5/2014,0
126-25-010,3/5/2014,0
126-25-011,3/5/2014,0
126-38-016,3/5/2014,0
126-13-012,3/5/2014,0
126-13-013,3/5/2014,0
126-13-014,3/5/2014,0
126-13-017,3/5/2014,0
126-13-018,3/5/2014,0
126-13-023,3/5/2014,0
126-13-024,3/5/2014,0
126-13-027,3/5/2014,0
126-13-028,3/5/2014,0
126-13-029,3/5/2014,0
126-13-030,3/5/2014,0
126-13-031,3/5/2014,0
126-13-032,3/5/2014,0
126-13-033,3/5/2014,0
126-14-003,3/5/2014,0
126-14-016,3/5/2014,0
126-14-017,3/5/2014,0
126-14-018,3/5/2014,0
126-14-019,3/5/2014,0
126-14-020,3/5/2014,0
126-14-024,3/5/2014,0
126-14-025,3/5/2014,0
126-14-026,3/5/2014,0
126-14-027,3/5/2014,0
126-14-028,3/5/2014,0
126-14-029,3/5/2014,0
126-14-030,3/5/2014,0
126-14-031,3/5/2014,0
126-14-032,3/5/2014,0
126-14-042,3/5/2014,0
126-14-044,3/5/2014,0
126-14-045,3/5/2014,0
126-14-046,3/5/2014,0
126-14-047,3/5/2014,0
126-14-048,3/5/2014,0
126-14-049,3/5/2014,0
126-14-050,3/5/2014,0
126-14-051,3/5/2014,0
126-14-052,3/5/2014,0
126-14-053,3/5/2014,0
126-14-055,3/5/2014,0
126-14-056,3/5/2014,0
126-14-057,3/5/2014,0
126-14-058,3/5/2014,0
126-14-059,3/5/2014,0
126-14-060,3/5/2014,0
126-14-061,3/5/2014,0
126-14-062,3/5/2014,0
126-14-070,3/5/2014,0
126-14-071,3/5/2014,0
126-14-072,3/5/2014,0
126-14-073,3/5/2014,0
126-14-074,3/5/2014,0
126-14-075,3/5/2014,0
126-14-076,3/5/2014,0
126-14-077,3/5/2014,0
126-14-078,3/5/2014,0
126-14-079,3/5/2014,0
126-14-080,3/5/2014,0
126-14-081,3/5/2014,0
126-14-084,3/5/2014,0
126-14-085,3/5/2014,0
126-14-086,3/5/2014,0
126-14-087,3/5/2014,0
126-14-088,3/5/2014,0
126-14-089,3/5/2014,0
126-14-090,3/5/2014,0
126-14-091,3/5/2014,0
126-14-092,3/5/2014,0
126-14-093,3/5/2014,0
126-14-094,3/5/2014,0
126-14-095,3/5/2014,0
126-14-096,3/5/2014,0
126-14-100,3/5/2014,0
126-14-101,3/5/2014,0
126-14-102,3/5/2014,0
126-14-103,3/5/2014,0
126-14-105,3/5/2014,0
126-14-106,3/5/2014,0
126-14-107,3/5/2014,0
126-14-108,3/5/2014,0
126-14-109,3/5/2014,0
126-14-110,3/5/2014,0
126-14-111,3/5/2014,0
126-14-112,3/5/2014,0
126-14-113,3/5/2014,0
126-14-114,3/5/2014,0
126-14-116,3/5/2014,0
126-14-117,3/5/2014,0
126-14-118,3/5/2014,0
126-14-120,3/5/2014,0
126-14-122,3/5/2014,0
126-15-002,3/5/2014,0
126-15-003,3/5/2014,0
126-15-018,3/5/2014,0
126-15-020,3/5/2014,0
126-15-021,3/5/2014,0
126-15-022,3/5/2014,0
126-15-023,3/5/2014,0
126-15-024,3/5/2014,0
126-15-025,3/5/2014,0
126-15-026,3/5/2014,0
126-15-027,3/5/2014,0
126-15-029,3/5/2014,0
126-15-030,3/5/2014,0
126-15-032,3/5/2014,0
126-15-035,3/5/2014,0
126-15-036,3/5/2014,0
126-15-037,3/5/2014,0
126-15-038,3/5/2014,0
126-15-039,3/5/2014,0
126-15-040,3/5/2014,0
126-15-041,3/5/2014,0
126-15-042,3/5/2014,0
126-15-043,3/5/2014,0
126-15-044,3/5/2014,0
126-15-045,3/5/2014,0
126-15-048,3/5/2014,0
126-15-052,3/5/2014,0
126-15-053,3/5/2014,0
126-15-054,3/5/2014,0
126-15-055,3/5/2014,0
126-15-056,3/5/2014,0
126-15-057,3/5/2014,0
126-15-058,3/5/2014,0
126-15-059,3/5/2014,0
126-15-060,3/5/2014,0
126-15-062,3/5/2014,0
126-15-063,3/5/2014,0
126-15-064,3/5/2014,0
126-15-065,3/5/2014,0
126-15-073,3/5/2014,0
126-15-074,3/5/2014,0
126-15-078,3/5/2014,0
126-15-082,3/5/2014,0
126-15-083,3/5/2014,0
126-15-084,3/5/2014,0
126-15-085,3/5/2014,0
126-15-086,3/5/2014,0
126-15-088,3/5/2014,0
126-15-090,3/5/2014,0
126-15-091,3/5/2014,0
126-15-092,3/5/2014,0
126-15-093,3/5/2014,0
126-15-094,3/5/2014,0
126-15-095,3/5/2014,0
126-15-096,3/5/2014,0
126-15-097,3/5/2014,0
126-15-098,3/5/2014,0
126-15-099,3/5/2014,0
126-15-100,3/5/2014,0
126-15-102,3/5/2014,0
126-15-103,3/5/2014,0
126-15-105,3/5/2014,0
126-16-007,3/5/2014,0
126-16-009,3/5/2014,0
126-16-010,3/5/2014,0
126-16-012,3/5/2014,0
126-16-016,3/5/2014,0
126-16-017,3/5/2014,0
126-16-018,3/5/2014,0
126-16-019,3/5/2014,0
126-16-027,3/5/2014,0
126-16-031,3/5/2014,0
126-16-036,3/5/2014,0
126-16-038,3/5/2014,0
126-16-040,3/5/2014,0
126-16-047,3/5/2014,0
126-16-049,3/5/2014,0
126-16-062,3/5/2014,0
126-16-064,3/5/2014,0
126-16-065,3/5/2014,0
126-16-070,3/5/2014,0
126-16-077,3/5/2014,0
126-16-084,3/5/2014,0
126-17-002,3/5/2014,0
126-17-003,3/5/2014,0
126-17-004,3/5/2014,0
126-17-005,3/5/2014,0
126-17-006,3/5/2014,0
126-17-016,3/5/2014,0
126-17-022,3/5/2014,0
126-17-030,3/5/2014,0
126-17-038,3/5/2014,0
126-17-042,3/5/2014,0
126-17-043,3/5/2014,0
126-17-054,3/5/2014,0
126-17-059,3/5/2014,0
126-17-061,3/5/2014,0
126-17-068,3/5/2014,0
126-17-074,3/5/2014,0
126-17-075,3/5/2014,0
126-18-001,3/5/2014,0
126-18-003,3/5/2014,0
126-18-005,3/5/2014,0
126-18-017,3/5/2014,0
126-18-018,3/5/2014,0
126-18-019,3/5/2014,0
126-18-020,3/5/2014,0
126-18-021,3/5/2014,0
126-18-023,3/5/2014,0
126-18-024,3/5/2014,0
126-18-025,3/5/2014,0
126-18-026,3/5/2014,0
126-18-027,3/5/2014,0
126-18-028,3/5/2014,0
126-18-029,3/5/2014,0
126-18-031,3/5/2014,0
126-18-032,3/5/2014,0
126-18-040,3/5/2014,0
126-18-056,3/5/2014,0
126-18-058,3/5/2014,0
126-18-061,3/5/2014,0
126-18-062,3/5/2014,0
126-18-065,3/5/2014,0
126-18-066,3/5/2014,0
126-20-004,3/5/2014,0
126-20-005,3/5/2014,0
126-20-007,3/5/2014,0
126-20-008,3/5/2014,0
126-20-009,3/5/2014,0
126-20-011,3/5/2014,0
126-20-014,3/5/2014,0
126-20-015,3/5/2014,0
126-20-016,3/5/2014,0
126-20-017,3/5/2014,0
126-20-018,3/5/2014,0
126-20-019,3/5/2014,0
126-20-020,3/5/2014,0
126-20-029,3/5/2014,0
126-20-030,3/5/2014,0
126-20-031,3/5/2014,0
126-20-034,3/5/2014,0
126-20-035,3/5/2014,0
126-20-037,3/5/2014,0
126-20-038,3/5/2014,0
126-20-040,3/5/2014,0
126-21-001,3/5/2014,0
126-21-002,3/5/2014,0
126-22-001,3/5/2014,0
126-22-002,3/5/2014,0
126-22-003,3/5/2014,0
126-22-004,3/5/2014,0
126-22-005,3/5/2014,0
126-22-007,3/5/2014,0
126-22-033,3/5/2014,0
126-22-034,3/5/2014,0
126-22-036,3/5/2014,0
126-22-038,3/5/2014,0
126-22-039,3/5/2014,0
126-22-049,3/5/2014,0
126-22-050,3/5/2014,0
126-22-051,3/5/2014,0
126-22-052,3/5/2014,0
126-22-055,3/5/2014,0
126-22-056,3/5/2014,0
126-22-057,3/5/2014,0
126-22-068,3/5/2014,0
126-22-069,3/5/2014,0
126-23-027,3/5/2014,0
126-23-029,3/5/2014,0
126-23-035,3/5/2014,0
126-23-038,3/5/2014,0
126-25-005,3/5/2014,0
126-25-008,3/5/2014,0
126-25-013,3/5/2014,0
126-25-014,3/5/2014,0
126-25-016,3/5/2014,0
126-25-021,3/5/2014,0
126-25-022,3/5/2014,0
126-25-024,3/5/2014,0
126-25-025,3/5/2014,0
126-25-028,3/5/2014,0
126-25-029,3/5/2014,0
126-25-031,3/5/2014,0
126-25-033,3/5/2014,0
126-25-034,3/5/2014,0
126-25-035,3/5/2014,0
126-25-036,3/5/2014,0
126-25-038,3/5/2014,0
126-25-044,3/5/2014,0
126-25-050,3/5/2014,0
126-25-052,3/5/2014,0
126-25-053,3/5/2014,0
126-25-054,3/5/2014,0
126-25-055,3/5/2014,0
126-25-058,3/5/2014,0
126-25-059,3/5/2014,0
126-25-060,3/5/2014,0
126-25-061,3/5/2014,0
126-25-062,3/5/2014,0
126-25-063,3/5/2014,0
126-25-064,3/5/2014,0
126-25-065,3/5/2014,0
126-25-066,3/5/2014,0
126-25-067,3/5/2014,0
126-25-068,3/5/2014,0
126-25-069,3/5/2014,0
126-35-035,3/5/2014,0
126-35-036,3/5/2014,0
126-35-040,3/5/2014,0
126-35-044,3/5/2014,0
126-35-045,3/5/2014,0
126-35-046,3/5/2014,0
126-35-047,3/5/2014,0
126-35-048,3/5/2014,0
126-35-050,3/5/2014,0
126-35-051,3/5/2014,0
126-35-052,3/5/2014,0
126-35-053,3/5/2014,0
126-36-001,3/5/2014,0
126-36-003,3/5/2014,0
126-36-004,3/5/2014,0
126-36-005,3/5/2014,0
126-36-007,3/5/2014,0
126-36-008,3/5/2014,0
126-36-009,3/5/2014,0
126-36-010,3/5/2014,0
126-36-011,3/5/2014,0
126-36-013,3/5/2014,0
126-36-014,3/5/2014,0
126-36-015,3/5/2014,0
126-36-016,3/5/2014,0
126-36-017,3/5/2014,0
126-36-019,3/5/2014,0
126-36-021,3/5/2014,0
126-36-022,3/5/2014,0
126-36-023,3/5/2014,0
126-36-024,3/5/2014,0
126-36-025,3/5/2014,0
126-36-026,3/5/2014,0
126-36-029,3/5/2014,0
126-36-032,3/5/2014,0
126-36-033,3/5/2014,0
126-36-040,3/5/2014,0
126-36-041,3/5/2014,0
126-36-047,3/5/2014,0
126-36-048,3/5/2014,0
126-36-049,3/5/2014,0
126-36-050,3/5/2014,0
126-36-051,3/5/2014,0
126-36-052,3/5/2014,0
126-36-054,3/5/2014,0
126-36-055,3/5/2014,0
126-36-056,3/5/2014,0
126-36-057,3/5/2014,0
126-36-058,3/5/2014,0
126-36-060,3/5/2014,0
126-36-061,3/5/2014,0
126-36-063,3/5/2014,0
126-36-064,3/5/2014,0
126-36-065,3/5/2014,0
126-36-066,3/5/2014,0
126-36-067,3/5/2014,0
126-36-068,3/5/2014,0
126-36-069,3/5/2014,0
126-36-070,3/5/2014,0
126-36-071,3/5/2014,0
126-36-072,3/5/2014,0
126-36-073,3/5/2014,0
126-36-075,3/5/2014,0
126-36-076,3/5/2014,0
126-36-077,3/5/2014,0
126-36-078,3/5/2014,0
126-36-079,3/5/2014,0
126-36-080,3/5/2014,0
126-36-081,3/5/2014,0
126-36-082,3/5/2014,0
126-36-083,3/5/2014,0
126-36-085,3/5/2014,0
126-36-086,3/5/2014,0
126-36-087,3/5/2014,0
126-36-088,3/5/2014,0
126-36-090,3/5/2014,0
126-36-091,3/5/2014,0
126-36-092,3/5/2014,0
126-36-093,3/5/2014,0
126-36-094,3/5/2014,0
126-36-095,3/5/2014,0
126-36-097,3/5/2014,0
126-36-098,3/5/2014,0
126-36-099,3/5/2014,0
126-36-100,3/5/2014,0
126-36-102,3/5/2014,0
126-36-104,3/5/2014,0
126-36-113,3/5/2014,0
126-36-114,3/5/2014,0
126-36-115,3/5/2014,0
126-36-116,3/5/2014,0
126-36-119,3/5/2014,0
126-36-120,3/5/2014,0
126-36-121,3/5/2014,0
126-36-122,3/5/2014,0
126-36-123,3/5/2014,0
126-36-124,3/5/2014,0
126-36-126,3/5/2014,0
126-36-127,3/5/2014,0
126-36-129,3/5/2014,0
126-36-131,3/5/2014,0
126-36-132,3/5/2014,0
126-36-133,3/5/2014,0
126-36-134,3/5/2014,0
126-36-135,3/5/2014,0
126-36-136,3/5/2014,0
126-36-138,3/5/2014,0
126-36-139,3/5/2014,0
126-36-140,3/5/2014,0
126-36-141,3/5/2014,0
126-36-142,3/5/2014,0
126-36-143,3/5/2014,0
126-37-001,3/5/2014,0
126-37-002,3/5/2014,0
126-37-003,3/5/2014,0
126-37-004,3/5/2014,0
126-37-005,3/5/2014,0
126-37-006,3/5/2014,0
126-37-007,3/5/2014,0
126-37-008,3/5/2014,0
126-37-009,3/5/2014,0
126-37-016,3/5/2014,0
126-37-018,3/5/2014,0
126-37-019,3/5/2014,0
126-37-020,3/5/2014,0
126-37-044,3/5/2014,0
126-37-046,3/5/2014,0
126-37-047,3/5/2014,0
126-37-051,3/5/2014,0
126-37-058,3/5/2014,0
126-37-059,3/5/2014,0
126-37-060,3/5/2014,0
126-37-063,3/5/2014,0
126-37-066,3/5/2014,0
126-37-067,3/5/2014,0
126-37-068,3/5/2014,0
126-37-069,3/5/2014,0
126-37-074,3/5/2014,0
126-37-076,3/5/2014,0
126-37-077,3/5/2014,0
126-37-078,3/5/2014,0
126-37-080,3/5/2014,0
126-37-081,3/5/2014,0
126-37-084,3/5/2014,0
126-37-085,3/5/2014,0
126-37-088,3/5/2014,0
126-37-089,3/5/2014,0
126-37-090,3/5/2014,0
126-37-092,3/5/2014,0
126-37-094,3/5/2014,0
128-10-006,3/5/2014,0
128-10-007,3/5/2014,0
128-10-008,3/5/2014,0
128-10-009,3/5/2014,0
128-12-003,3/5/2014,0
128-12-010,3/5/2014,0
126-13-004,3/5/2014,1
126-13-016,3/5/2014,1
126-15-017,3/5/2014,1
126-15-077,3/5/2014,1
126-16-057,3/5/2014,1
126-16-069,3/5/2014,1
126-16-072,3/5/2014,1
126-16-088,3/5/2014,1
126-17-020,3/5/2014,1
126-17-040,3/5/2014,1
126-17-046,3/5/2014,1
126-18-047,3/5/2014,1
126-18-049,3/5/2014,1
126-20-039,3/5/2014,1
126-36-084,3/5/2014,1
126-36-103,3/5/2014,1
126-36-108,3/5/2014,1
126-36-128,3/5/2014,1
126-37-022,3/5/2014,1
126-15-015,3/5/2014,0
126-15-031,3/5/2014,0
126-15-049,3/5/2014,0
126-15-087,3/5/2014,0
126-16-022,3/5/2014,0
126-16-023,3/5/2014,0
126-16-024,3/5/2014,0
126-16-052,3/5/2014,0
126-16-054,3/5/2014,0
126-16-066,3/5/2014,0
126-17-011,3/5/2014,0
126-17-014,3/5/2014,0
126-17-015,3/5/2014,0
126-17-021,3/5/2014,0
126-17-029,3/5/2014,0
126-17-044,3/5/2014,0
126-17-058,3/5/2014,0
126-17-071,3/5/2014,0
126-18-046,3/5/2014,0
126-18-053,3/5/2014,0
126-20-006,3/5/2014,0
126-20-010,3/5/2014,0
126-25-019,3/5/2014,0
126-25-020,3/5/2014,0
126-25-023,3/5/2014,0
126-35-037,3/5/2014,0
126-35-039,3/5/2014,0
126-35-043,3/5/2014,0
126-36-006,3/5/2014,0
126-36-020,3/5/2014,0
126-36-107,3/5/2014,0
126-36-130,3/5/2014,0
126-37-071,3/5/2014,0
129-18-015,3/6/2014,0
129-18-016,3/6/2014,0
129-18-018,3/6/2014,0
129-18-019,3/6/2014,0
129-18-020,3/6/2014,0
129-18-022,3/6/2014,0
129-18-024,3/6/2014,0
129-18-028,3/6/2014,0
129-18-029,3/6/2014,0
129-18-030,3/6/2014,0
129-18-032,3/6/2014,0
129-18-037,3/6/2014,0
129-18-038,3/6/2014,0
129-18-040,3/6/2014,0
129-18-041,3/6/2014,0
129-18-043,3/6/2014,0
129-18-044,3/6/2014,0
129-18-045,3/6/2014,0
129-18-048,3/6/2014,0
129-18-050,3/6/2014,0
129-18-052,3/6/2014,0
129-18-054,3/6/2014,0
129-18-056,3/6/2014,0
129-18-058,3/6/2014,0
129-18-061,3/6/2014,0
129-18-062,3/6/2014,0
129-18-063,3/6/2014,0
129-18-064,3/6/2014,0
129-18-065,3/6/2014,0
129-18-067,3/6/2014,0
129-18-068,3/6/2014,0
129-18-069,3/6/2014,0
129-18-071,3/6/2014,0
129-18-077,3/6/2014,0
129-18-088,3/6/2014,0
129-18-089,3/6/2014,0
129-18-090,3/6/2014,0
129-18-091,3/6/2014,0
129-18-092,3/6/2014,0
129-18-094,3/6/2014,0
129-18-095,3/6/2014,0
129-18-096,3/6/2014,0
129-18-100,3/6/2014,0
129-18-101,3/6/2014,0
129-18-105,3/6/2014,0
129-18-106,3/6/2014,0
129-18-107,3/6/2014,0
129-18-108,3/6/2014,0
129-18-109,3/6/2014,0
129-18-110,3/6/2014,0
129-18-111,3/6/2014,0
129-18-113,3/6/2014,0
129-18-114,3/6/2014,0
129-18-115,3/6/2014,0
129-18-116,3/6/2014,0
129-18-117,3/6/2014,0
129-18-118,3/6/2014,0
129-18-119,3/6/2014,0
129-18-120,3/6/2014,0
129-18-121,3/6/2014,0
129-18-122,3/6/2014,0
129-18-124,3/6/2014,0
129-18-125,3/6/2014,0
129-18-126,3/6/2014,0
129-18-127,3/6/2014,0
129-18-128,3/6/2014,0
129-18-129,3/6/2014,0
129-18-130,3/6/2014,0
129-18-131,3/6/2014,0
129-18-132,3/6/2014,0
129-18-133,3/6/2014,0
129-18-134,3/6/2014,0
129-18-135,3/6/2014,0
129-18-136,3/6/2014,0
129-18-137,3/6/2014,0
129-18-138,3/6/2014,0
129-18-139,3/6/2014,0
129-19-031,3/6/2014,0
129-19-033,3/6/2014,0
129-19-034,3/6/2014,0
129-19-036,3/6/2014,0
129-19-037,3/6/2014,0
129-19-038,3/6/2014,0
129-19-039,3/6/2014,0
129-19-042,3/6/2014,0
129-19-043,3/6/2014,0
129-19-044,3/6/2014,0
129-19-047,3/6/2014,0
129-19-051,3/6/2014,0
129-19-052,3/6/2014,0
129-19-053,3/6/2014,0
129-19-054,3/6/2014,0
129-19-056,3/6/2014,0
129-19-057,3/6/2014,0
129-19-060,3/6/2014,0
129-19-061,3/6/2014,0
129-19-062,3/6/2014,0
129-19-063,3/6/2014,0
129-19-064,3/6/2014,0
129-19-065,3/6/2014,0
129-19-067,3/6/2014,0
129-19-070,3/6/2014,0
129-19-071,3/6/2014,0
129-19-072,3/6/2014,0
129-19-073,3/6/2014,0
129-19-075,3/6/2014,0
129-19-076,3/6/2014,0
129-19-079,3/6/2014,0
129-19-080,3/6/2014,0
129-19-083,3/6/2014,0
129-19-085,3/6/2014,0
129-19-087,3/6/2014,0
129-19-088,3/6/2014,0
129-19-090,3/6/2014,0
129-19-091,3/6/2014,0
129-19-092,3/6/2014,0
129-19-095,3/6/2014,0
129-19-096,3/6/2014,0
129-19-097,3/6/2014,0
129-19-098,3/6/2014,0
129-22-100,3/6/2014,0
129-22-101,3/6/2014,0
129-22-103,3/6/2014,0
129-22-105,3/6/2014,0
129-22-106,3/6/2014,0
129-22-108,3/6/2014,0
129-22-109,3/6/2014,0
129-22-110,3/6/2014,0
129-22-112,3/6/2014,0
129-22-113,3/6/2014,0
129-22-114,3/6/2014,0
129-22-116,3/6/2014,0
129-22-117,3/6/2014,0
129-22-118,3/6/2014,0
129-22-120,3/6/2014,0
129-22-122,3/6/2014,0
129-22-123,3/6/2014,0
129-22-127,3/6/2014,0
129-22-130,3/6/2014,0
129-22-131,3/6/2014,0
129-22-132,3/6/2014,0
129-22-134,3/6/2014,0
129-22-136,3/6/2014,0
129-22-137,3/6/2014,0
129-22-138,3/6/2014,0
129-22-139,3/6/2014,0
129-22-140,3/6/2014,0
129-23-001,3/6/2014,0
129-23-005,3/6/2014,0
129-23-007,3/6/2014,0
